# HAN (c) Todt
WCFS1	NC8
NC_004567|lp_2129|1921306_1923597|764AA	NZ_AGRI01000006|nc8_1886|532558_534849|764AA
NC_004567|lp_2124|1918027_1919229|401AA	NZ_AGRI01000006|nc8_1882|529279_530481|401AA
NC_004567|lp_1281|1165858_1166094|79AA	NZ_AGRI01000003|nc8_1124|802167_802403|79AA
NC_004567|lp_0756|690726_691742|339AA	NZ_AGRI01000003|nc8_0669|323803_324819|339AA
NC_004567|lp_0757|691786_692706|307AA	NZ_AGRI01000003|nc8_0670|324863_325783|307AA
NC_004567|lp_1280|1164479_1165666|396AA	NZ_AGRI01000003|nc8_1123|800788_801975|396AA
NC_004567|lp_0754|688894_689841|316AA	NZ_AGRI01000003|nc8_0667|321971_322918|316AA
NC_004567|lp_1472|1348909_1350315|469AA	NZ_AGRI01000005|nc8_1282|50472_51878|469AA
NC_004567|lp_2112|1907898_1908068|57AA	NZ_AGRI01000006|nc8_1872|519150_519320|57AA
NC_004567|lp_0753|688383_688748|122AA	NZ_AGRI01000003|nc8_0666|321460_321825|122AA
NC_004567|lp_1176|1073182_1074303|374AA NC_004567|lp_1219|1108610_1109743|378AA	NZ_AGRI01000003|nc8_1070|744489_745622|378AA
NC_004567|lp_2101|1895806_1897080|425AA	NZ_AGRI01000006|nc8_1861|507058_508332|425AA
NC_004567|lp_0751|687276_687950|225AA	NZ_AGRI01000003|nc8_0664|320353_321027|225AA
NC_004567|lp_1278|1163080_1164318|413AA	NZ_AGRI01000003|nc8_1122|799389_800627|413AA
NC_004567|lp_2992|2662014_2663606|531AA	NZ_AGRI01000001|nc8_2549|29181_30773|531AA
NC_004567|lp_0794|730557_732110|518AA	NZ_AGRI01000003|nc8_0709|371986_373539|518AA
NC_004567|lp_0377|349902_350180|93AA NC_004567|lp_0391|356779_357057|93AA NC_004567|lp_0383|353063_353266|68AA	NZ_AGRI01000003|nc8_0350|18990_19268|93AA NZ_AGRI01000003|nc8_0358|23755_23958|68AA
NC_004567|lp_1571|1437561_1438244|228AA	NZ_AGRI01000006|nc8_1341|7729_8412|228AA
NC_004567|lp_2827|2520529_2521695|389AA	NZ_AGRI01000010|nc8_2400|199586_200752|389AA
NC_004567|lp_0376|349537_349800|88AA	NZ_AGRI01000003|nc8_0349|18615_18878|88AA NZ_AGRI01000003|nc8_0430|87790_88053|88AA
NC_004567|lp_3339|2972646_2974028|461AA	NZ_AGRI01000001|nc8_2845|328615_329997|461AA
NC_004567|lp_1893|1709432_1710319|296AA	NZ_AGRI01000006|nc8_1625|280777_281664|296AA
NC_004567|lp_0606|576649_578028|460AA	NZ_AGRI01000003|nc8_0592|251535_252914|460AA
NC_004567|lp_0604|575224_575760|179AA	NZ_AGRI01000003|nc8_0589|250120_250656|179AA
NC_004567|lp_0609|579545_581035|497AA	NZ_AGRI01000003|nc8_0594|254431_255921|497AA
NC_004567|lp_0607|578044_579219|392AA	NZ_AGRI01000003|nc8_0593|252930_254105|392AA
NC_004567|lp_1894|1710375_1710833|153AA	NZ_AGRI01000006|nc8_1626|281720_282178|153AA
NC_004567|lp_1897|1711806_1713566|587AA	NZ_AGRI01000006|nc8_1627|283152_284912|587AA
NC_004567|lp_1898|1713652_1714614|321AA	NZ_AGRI01000006|nc8_1628|284998_285960|321AA
NC_004567|lp_2696|2397218_2398327|370AA	NZ_AGRI01000010|nc8_2291|78628_79731|368AA
NC_004567|lp_1989|1801149_1801901|251AA	NZ_AGRI01000006|nc8_1724|380903_381655|251AA
NC_004567|lp_1988|1800743_1801078|112AA	NZ_AGRI01000006|nc8_1723|380497_380832|112AA
NC_004567|lp_1986|1797939_1798385|149AA	NZ_AGRI01000006|nc8_1721|377693_378139|149AA
NC_004567|lp_2175|1964653_1965384|244AA	NZ_AGRI01000006|nc8_1923|575833_576564|244AA
NC_004567|lp_1994|1804214_1804504|97AA	NZ_AGRI01000006|nc8_1728|383968_384258|97AA
NC_004567|lp_1992|1803669_1803959|97AA	NZ_AGRI01000006|nc8_1727|383423_383713|97AA
NC_004567|lp_1991|1802973_1803602|210AA	NZ_AGRI01000006|nc8_1726|382727_383356|210AA
NC_004567|lp_1990|1801914_1802864|317AA	NZ_AGRI01000006|nc8_1725|381668_382618|317AA
NC_004567|lp_2718|2417807_2418475|223AA	NZ_AGRI01000010|nc8_2308|99206_99874|223AA
NC_004567|lp_2719|2418654_2419895|414AA	NZ_AGRI01000010|nc8_2309|100053_101294|414AA
NC_004567|lp_1985|1797243_1797866|208AA	NZ_AGRI01000006|nc8_1720|376997_377620|208AA
NC_004567|lp_1982|1795176_1796024|283AA	NZ_AGRI01000006|nc8_1718|374930_375778|283AA
NC_004567|lp_2915|2591590_2594097|836AA	NZ_AGRI01000010|nc8_2485|281107_283614|836AA
NC_004567|lp_2914|2589614_2591446|611AA	NZ_AGRI01000010|nc8_2484|279131_280963|611AA
NC_004567|lp_2911|2585499_2586704|402AA	NZ_AGRI01000010|nc8_2481|275016_276221|402AA
NC_004567|lp_2909|2584371_2584898|176AA	NZ_AGRI01000010|nc8_2480|273888_274415|176AA
NC_004567|lp_1019|936430_938943|838AA NC_004567|lp_1269|1154096_1156315|740AA NC_004567|lp_1903|1719286_1721889|868AA NC_004567|lp_3583|3199391_3201505|705AA	NZ_AGRI01000003|nc8_0900|572871_575375|835AA NZ_AGRI01000003|nc8_1115|790406_792625|740AA NZ_AGRI01000006|nc8_1632|290632_293235|868AA
NC_004567|lp_2912|2586797_2588419|541AA	NZ_AGRI01000010|nc8_2482|276315_277937|541AA
NC_004567|lp_1596|1452947_1453504|186AA	NZ_AGRI01000006|nc8_1364|23114_23671|186AA
NC_004567|lp_1363|1249640_1249927|96AA	NZ_AGRI01000004|nc8_1182|41180_41467|96AA
NC_004567|lp_1594|1451342_1451620|93AA	NZ_AGRI01000006|nc8_1362|21510_21788|93AA
NC_004567|lp_1595|1451815_1452876|354AA	NZ_AGRI01000006|nc8_1363|21982_23043|354AA
NC_004567|lp_1591|1449865_1450494|210AA	NZ_AGRI01000006|nc8_1359|20033_20662|210AA
NC_004567|lp_1592|1450652_1450960|103AA	NZ_AGRI01000006|nc8_1360|20820_21128|103AA
NC_004567|lp_3676|3293466_3295004|513AA	NZ_AGRI01000001|nc8_3119|625162_626700|513AA
NC_004567|lp_3672|3290690_3291112|141AA	NZ_AGRI01000001|nc8_3116|622327_622809|161AA
NC_004567|lp_3678|3295385_3296446|354AA	NZ_AGRI01000001|nc8_3121|627081_628142|354AA
NC_004567|lp_3677|3295024_3295365|114AA	NZ_AGRI01000001|nc8_3120|626720_627061|114AA
NC_004567|lp_0991|916978_918456|493AA	NZ_AGRI01000003|nc8_0879|553414_554892|493AA
NC_004567|lp_2137|1931004_1932170|389AA	NZ_AGRI01000006|nc8_1894|542256_543422|389AA
NC_004567|lp_0977|906531_908012|494AA	NZ_AGRI01000003|nc8_0869|542953_544605|551AA
NC_004567|lp_0979|908207_909409|401AA	NZ_AGRI01000003|nc8_0870|544629_545831|401AA
NC_004567|lp_2136|1927542_1930973|1144AA	NZ_AGRI01000006|nc8_1893|538794_542225|1144AA
NC_004567|lp_0981|911786_912112|109AA	NZ_AGRI01000003|nc8_0872|548208_548534|109AA
NC_004567|lp_0982|912109_912810|234AA	NZ_AGRI01000003|nc8_0873|548531_549232|234AA
NC_004567|lp_0984|913141_913359|73AA	NZ_AGRI01000003|nc8_0874|549563_549781|73AA
NC_004567|lp_0988|914344_915486|381AA	NZ_AGRI01000003|nc8_0876|550779_551921|381AA
NC_004567|lp_0990|916256_916978|241AA	NZ_AGRI01000003|nc8_0878|552692_553414|241AA
NC_004567|lp_1580|1443123_1443503|127AA	NZ_AGRI01000006|nc8_1349|13291_13671|127AA
NC_004567|lp_2050|1853900_1854685|262AA	NZ_AGRI01000006|nc8_1761|423824_424609|262AA
NC_004567|lp_2055|1858069_1858872|268AA	NZ_AGRI01000006|nc8_1766|427993_428796|268AA
NC_004567|lp_2054|1857088_1857966|293AA	NZ_AGRI01000006|nc8_1765|427012_427890|293AA
NC_004567|lp_2045|1846029_1850342|1438AA	NZ_AGRI01000006|nc8_1758|415953_420266|1438AA
NC_004567|lp_2044|1845257_1845733|159AA	NZ_AGRI01000006|nc8_1757|415181_415657|159AA
NC_004567|lp_2049|1852585_1853862|426AA	NZ_AGRI01000006|nc8_1760|422509_423786|426AA
NC_004567|lp_2048|1850836_1852545|570AA	NZ_AGRI01000006|nc8_1759|420760_422469|570AA
NC_004567|lp_2043|1844019_1845236|406AA	NZ_AGRI01000006|nc8_1756|413943_415160|406AA
NC_004567|lp_2042|1843675_1843974|100AA	NZ_AGRI01000006|nc8_1755|413599_413898|100AA
NC_004567|lp_3134|2803412_2803783|124AA	NZ_AGRI01000001|nc8_2676|164915_165283|123AA
NC_004567|lp_3139|2810465_2811730|422AA	NZ_AGRI01000001|nc8_2677|165701_166972|424AA
NC_004567|lp_0405|366668_366841|58AA	NZ_AGRI01000003|nc8_0380|39896_40069|58AA
NC_004567|lp_3637|3254221_3255084|288AA	NZ_AGRI01000001|nc8_3085|585895_586758|288AA
NC_004567|lp_3638|3255180_3256640|487AA	NZ_AGRI01000001|nc8_3086|586854_588314|487AA
NC_004567|lp_3108|2768573_2769466|298AA	NZ_AGRI01000001|nc8_2650|130332_131225|298AA
NC_004567|lp_3114|2772613_2778711|2033AA	NZ_AGRI01000001|nc8_2655|134372_140443|2024AA
NC_004567|lp_2513|2244496_2244813|106AA	NZ_AGRI01000007|nc8_2149|18373_18690|106AA
NC_004567|lp_2514|2245027_2246214|396AA	NZ_AGRI01000007|nc8_2150|18904_20091|396AA
NC_004567|lp_2515|2246320_2247063|248AA	NZ_AGRI01000007|nc8_2151|20197_20940|248AA
NC_004567|lp_2516|2247122_2247286|55AA	NZ_AGRI01000007|nc8_2152|20999_21163|55AA
NC_004567|lp_2519|2247848_2248711|288AA	NZ_AGRI01000007|nc8_2153|21725_22588|288AA
NC_004567|lp_2520|2248778_2249671|298AA	NZ_AGRI01000007|nc8_2154|22655_23548|298AA
NC_004567|lp_2521|2249893_2250357|155AA	NZ_AGRI01000007|nc8_2155|23770_24234|155AA
NC_004567|lp_2522|2250504_2250725|74AA	NZ_AGRI01000007|nc8_2156|24381_24602|74AA
NC_004567|lp_2509|2242165_2243103|313AA	NZ_AGRI01000007|nc8_2146|16042_16980|313AA
NC_004567|lp_2512|2243860_2244420|187AA	NZ_AGRI01000007|nc8_2148|17737_18297|187AA
NC_004567|lp_1811|1636244_1637584|447AA	NZ_AGRI01000006|nc8_1557|207303_208643|447AA
NC_004567|lp_0085|79946_81280|445AA	NZ_AGRI01000002|nc8_0091|93571_94905|445AA
NC_004567|lp_3327|2960523_2962367|615AA	NZ_AGRI01000001|nc8_2835|318258_320102|615AA
NC_004567|lp_1364|1249989_1252259|757AA	NZ_AGRI01000004|nc8_1183|41529_43799|757AA
NC_004567|lp_1763|1598757_1599989|411AA	NZ_AGRI01000006|nc8_1514|167761_168993|411AA
NC_004567|lp_3128|2796734_2797201|156AA	NZ_AGRI01000001|nc8_2669|158482_158949|156AA
NC_004567|lp_2503|2235156_2236013|286AA	NZ_AGRI01000007|nc8_2140|9033_9890|286AA
NC_004567|lp_0074|71292_72212|307AA	NZ_AGRI01000002|nc8_0082|84924_85844|307AA
NC_004567|lp_0067|64823_65839|339AA	NZ_AGRI01000002|nc8_0073|78465_79481|339AA
NC_004567|lp_0693|638581_640746|722AA	NZ_AGRI01000003|nc8_0613|271658_273823|722AA
NC_004567|lp_0031|36680_36880|67AA	NZ_AGRI01000002|nc8_0028|36681_36881|67AA NZ_AGRI01000002|nc8_0047|51125_51325|67AA
NC_004567|lp_0032|36972_37196|75AA	NZ_AGRI01000002|nc8_0029|36964_37197|78AA NZ_AGRI01000002|nc8_0048|51412_51642|77AA
NC_004567|lp_2994|2664160_2664432|91AA	NZ_AGRI01000001|nc8_2551|31327_31599|91AA
NC_004567|lp_2660|2365530_2366378|283AA	NZ_AGRI01000010|nc8_2262|46938_47786|283AA
NC_004567|lp_2661|2366393_2367118|242AA	NZ_AGRI01000010|nc8_2263|47801_48526|242AA
NC_004567|lp_2654|2360429_2360749|107AA	NZ_AGRI01000010|nc8_2258|41837_42157|107AA
NC_004567|lp_2658|2361319_2362494|392AA	NZ_AGRI01000010|nc8_2260|42727_43902|392AA
NC_004567|lp_2665|2369369_2370118|250AA	NZ_AGRI01000010|nc8_2267|50776_51525|250AA
NC_004567|lp_2666|2370295_2370819|175AA	NZ_AGRI01000010|nc8_2268|51702_52226|175AA
NC_004567|lp_2662|2367243_2367746|168AA	NZ_AGRI01000010|nc8_2264|48651_49154|168AA
NC_004567|lp_2663|2367751_2368530|260AA	NZ_AGRI01000010|nc8_2265|49159_49938|260AA
NC_004567|lp_2667|2370970_2371332|121AA	NZ_AGRI01000010|nc8_2269|52377_52739|121AA
NC_004567|lp_2668|2371599_2372018|140AA	NZ_AGRI01000010|nc8_2270|53010_53429|140AA
NC_004567|lp_1164|1062473_1063780|436AA	NZ_AGRI01000003|nc8_1021|697510_698817|436AA
NC_004567|lp_1163|1061899_1062339|147AA	NZ_AGRI01000003|nc8_1020|696936_697376|147AA
NC_004567|lp_1166|1065189_1065629|147AA	NZ_AGRI01000003|nc8_1024|700226_700666|147AA
NC_004567|lp_1165|1063773_1064639|289AA	NZ_AGRI01000003|nc8_1022|698810_699676|289AA
NC_004567|lp_2180|1969471_1970631|387AA	NZ_AGRI01000006|nc8_1928|580651_581811|387AA
NC_004567|lp_1168|1066063_1066626|188AA	NZ_AGRI01000003|nc8_1026|701100_701663|188AA
NC_004567|lp_1173|1069688_1070806|373AA	NZ_AGRI01000003|nc8_1030|704725_705843|373AA
NC_004567|lp_1169|1066710_1068056|449AA	NZ_AGRI01000003|nc8_1027|701747_703093|449AA
NC_004567|lp_1175|1072312_1073028|239AA	NZ_AGRI01000003|nc8_1032|707349_708065|239AA
NC_004567|lp_1174|1071192_1072112|307AA	NZ_AGRI01000003|nc8_1031|706230_707159|310AA
NC_004567|lp_1837|1658185_1659114|310AA	NZ_AGRI01000006|nc8_1576|229529_230458|310AA
NC_004567|lp_1836|1657623_1658057|145AA	NZ_AGRI01000006|nc8_1575|228967_229401|145AA
NC_004567|lp_1843|1666056_1666934|293AA	NZ_AGRI01000006|nc8_1581|237401_238279|293AA
NC_004567|lp_2090|1884752_1885687|312AA	NZ_AGRI01000006|nc8_1851|496004_496939|312AA
NC_004567|lp_1842|1665235_1665861|209AA	NZ_AGRI01000006|nc8_1580|236579_237205|209AA
NC_004567|lp_1838|1659137_1660096|320AA	NZ_AGRI01000006|nc8_1577|230481_231440|320AA
NC_004567|lp_1848|1669947_1671272|442AA	NZ_AGRI01000006|nc8_1585|241292_242617|442AA
NC_004567|lp_1847|1668923_1669867|315AA	NZ_AGRI01000006|nc8_1584|240268_241212|315AA
NC_004567|lp_1846|1668397_1668939|181AA	NZ_AGRI01000006|nc8_1583|239742_240284|181AA
NC_004567|lp_1845|1666961_1668379|473AA	NZ_AGRI01000006|nc8_1582|238306_239724|473AA
NC_004567|lp_0221|203381_204211|277AA	NZ_AGRI01000002|nc8_0207|216937_217767|277AA
NC_004567|lp_2236|2025008_2025637|210AA	NZ_AGRI01000006|nc8_1980|635868_636497|210AA
NC_004567|lp_0159|135873_136667|265AA	NZ_AGRI01000002|nc8_0149|148611_149405|265AA
NC_004567|lp_0314|290271_290603|111AA	NZ_AGRI01000002|nc8_0281|294477_294809|111AA
NC_004567|lp_0346|315736_316008|91AA	NZ_AGRI01000002|nc8_0318|325598_325870|91AA
NC_004567|lp_0187|167690_169195|502AA	NZ_AGRI01000002|nc8_0175|180428_181933|502AA
NC_004567|lp_0188|169176_170156|327AA	NZ_AGRI01000002|nc8_0176|181914_182894|327AA
NC_004567|lp_0192|173145_174545|467AA	NZ_AGRI01000002|nc8_0179|185883_187283|467AA
NC_004567|lp_0301|277394_278113|240AA	NZ_AGRI01000002|nc8_0269|281602_282321|240AA
NC_004567|lp_3113|2772135_2772515|127AA	NZ_AGRI01000001|nc8_2654|133894_134274|127AA
NC_004567|lp_3116|2780315_2780887|191AA	NZ_AGRI01000001|nc8_2657|142047_142619|191AA
NC_004567|lp_3115|2779180_2780241|354AA	NZ_AGRI01000001|nc8_2656|140912_141973|354AA
NC_004567|lp_0954|886080_886553|158AA	NZ_AGRI01000003|nc8_0849|522508_522981|158AA
NC_004567|lp_0955|886662_887291|210AA	NZ_AGRI01000003|nc8_0850|523090_523719|210AA
NC_004567|lp_1241|1127702_1128250|183AA	NZ_AGRI01000003|nc8_1089|763729_764277|183AA
NC_004567|lp_2133|1926005_1926496|164AA	NZ_AGRI01000006|nc8_1890|537257_537748|164AA
NC_004567|lp_0959|890255_891661|469AA	NZ_AGRI01000003|nc8_0854|526683_528089|469AA
NC_004567|lp_0960|891697_892929|411AA	NZ_AGRI01000003|nc8_0855|528125_529357|411AA
NC_004567|lp_2134|1926500_1927063|188AA	NZ_AGRI01000006|nc8_1891|537752_538315|188AA
NC_004567|lp_0957|888834_889802|323AA	NZ_AGRI01000003|nc8_0852|525223_526230|336AA
NC_004567|lp_0963|895772_896653|294AA	NZ_AGRI01000003|nc8_0858|532200_533081|294AA
NC_004567|lp_0965|896845_897171|109AA	NZ_AGRI01000003|nc8_0859|533273_533599|109AA
NC_004567|lp_3595|3212197_3213663|489AA	NZ_AGRI01000001|nc8_3050|546226_547692|489AA
NC_004567|lp_3596|3213663_3214991|443AA	NZ_AGRI01000001|nc8_3051|547692_549020|443AA
NC_004567|lp_3597|3215117_3216091|325AA	NZ_AGRI01000001|nc8_3052|549146_550120|325AA
NC_004567|lp_3641|3259037_3260662|542AA	NZ_AGRI01000001|nc8_3089|590711_592336|542AA
NC_004567|lp_2535|2261729_2263009|427AA	NZ_AGRI01000008|nc8_2166|5396_6676|427AA
NC_004567|lp_2536|2263060_2264346|429AA	NZ_AGRI01000008|nc8_2167|6727_8013|429AA
NC_004567|lp_2532|2259102_2260076|325AA	NZ_AGRI01000008|nc8_2164|2769_3743|325AA
NC_004567|lp_2541|2266645_2267643|333AA	NZ_AGRI01000008|nc8_2171|10315_11313|333AA
NC_004567|lp_3344|2976989_2977408|140AA	NZ_AGRI01000001|nc8_2849|332959_333378|140AA
NC_004567|lp_2537|2264349_2265224|292AA	NZ_AGRI01000008|nc8_2168|8016_8891|292AA
NC_004567|lp_0385|353648_354034|129AA	NZ_AGRI01000003|nc8_0360|24340_24726|129AA
NC_004567|lp_0730|669269_670366|366AA	NZ_AGRI01000003|nc8_0646|302346_303443|366AA
NC_004567|lp_0733|670691_671593|301AA	NZ_AGRI01000003|nc8_0648|303768_304670|301AA
NC_004567|lp_0734|671784_672431|216AA	NZ_AGRI01000003|nc8_0649|304861_305508|216AA
NC_004567|lp_1856|1676907_1678055|383AA	NZ_AGRI01000006|nc8_1591|248252_249400|383AA
NC_004567|lp_1857|1678245_1679174|310AA	NZ_AGRI01000006|nc8_1592|249589_250518|310AA
NC_004567|lp_1859|1680545_1681243|233AA	NZ_AGRI01000006|nc8_1594|251890_252588|233AA
NC_004567|lp_1860|1681240_1682298|353AA	NZ_AGRI01000006|nc8_1595|252585_253643|353AA
NC_004567|lp_1863|1682583_1684058|492AA	NZ_AGRI01000006|nc8_1596|253928_255403|492AA
NC_004567|lp_2523|2250751_2250981|77AA	NZ_AGRI01000007|nc8_2157|24628_24858|77AA
NC_004567|lp_1965|1779609_1780508|300AA	NZ_AGRI01000006|nc8_1702|359362_360261|300AA
NC_004567|lp_2482|2218831_2219064|78AA	NZ_AGRI01000006|nc8_2125|779912_780145|78AA
NC_004567|lp_1966|1780831_1781607|259AA	NZ_AGRI01000006|nc8_1703|360584_361360|259AA
NC_004567|lp_2457|2204169_2204375|69AA	NZ_AGRI01000006|nc8_2123|779293_779499|69AA
NC_004567|lp_1968|1782587_1783003|139AA	NZ_AGRI01000006|nc8_1705|362340_362756|139AA
NC_004567|lp_1967|1781638_1782546|303AA	NZ_AGRI01000006|nc8_1704|361391_362299|303AA
NC_004567|lp_1970|1783476_1784453|326AA	NZ_AGRI01000006|nc8_1707|363229_364206|326AA
NC_004567|lp_1969|1782987_1783466|160AA	NZ_AGRI01000006|nc8_1706|362740_363219|160AA
NC_004567|lp_2396|2161115_2161507|131AA	NZ_AGRI01000006|nc8_2121|777512_777904|131AA
NC_004567|lp_2397|2161730_2162581|284AA	NZ_AGRI01000006|nc8_2122|778127_778978|284AA
NC_004567|lp_2931|2611116_2611697|194AA	NZ_AGRI01000010|nc8_2498|297977_298558|194AA
NC_004567|lp_2924|2603352_2604071|240AA	NZ_AGRI01000010|nc8_2491|290214_290933|240AA
NC_004567|lp_2923|2602345_2603175|277AA	NZ_AGRI01000010|nc8_2490|289207_290037|277AA
NC_004567|lp_0028|32925_35645|907AA	NZ_AGRI01000002|nc8_0026|32926_35646|907AA
NC_004567|lp_2499|2230568_2232562|665AA	NZ_AGRI01000007|nc8_2137|4444_6438|665AA
NC_004567|lp_3466|3070998_3072389|464AA	NZ_AGRI01000001|nc8_2939|416458_417849|464AA
NC_004567|lp_2142|1934324_1935676|451AA	NZ_AGRI01000006|nc8_1896|545575_546930|452AA
NC_004567|lp_0373|343570_347265|1232AA	NZ_AGRI01000003|nc8_0342|10261_13944|1228AA
NC_004567|lp_3176|2834878_2835984|369AA	NZ_AGRI01000001|nc8_2708|191037_192143|369AA
NC_004567|lp_2324|2101353_2102591|413AA	NZ_AGRI01000006|nc8_2055|712224_713462|413AA
NC_004567|lp_0056|55625_57040|472AA	NZ_AGRI01000002|nc8_0064|69268_70683|472AA
NC_004567|lp_1657|1511223_1512422|400AA	NZ_AGRI01000006|nc8_1418|80760_81959|400AA
NC_004567|lp_0946|876779_880348|1190AA	NZ_AGRI01000003|nc8_0841|512994_516776|1261AA
NC_004567|lp_1310|1203406_1205040|545AA	NZ_AGRI01000004|nc8_1141|958_2592|545AA
NC_004567|lp_2199|1985536_1986501|322AA	NZ_AGRI01000006|nc8_1943|596715_597680|322AA
NC_004567|lp_0334|306430_307842|471AA	NZ_AGRI01000002|nc8_0302|312509_313921|471AA
NC_004567|lp_0335|307908_308153|82AA	NZ_AGRI01000002|nc8_0303|313987_314232|82AA
NC_004567|lp_0347|316235_316777|181AA	NZ_AGRI01000002|nc8_0319|326097_326639|181AA
NC_004567|lp_2631|2344008_2344793|262AA	NZ_AGRI01000010|nc8_2241|25588_26346|253AA
NC_004567|lp_2633|2344957_2345277|107AA	NZ_AGRI01000010|nc8_2242|26537_26857|107AA
NC_004567|lp_2621|2336932_2338731|600AA	NZ_AGRI01000010|nc8_2234|18436_20235|600AA
NC_004567|lp_2622|2338749_2339165|139AA	NZ_AGRI01000010|nc8_2235|20253_20669|139AA
NC_004567|lp_2623|2339175_2340026|284AA	NZ_AGRI01000010|nc8_2236|20679_21530|284AA
NC_004567|lp_2629|2341564_2343321|586AA	NZ_AGRI01000010|nc8_2239|23144_24901|586AA
NC_004567|lp_2575|2292119_2294803|895AA	NZ_AGRI01000008|nc8_2200|35561_38245|895AA
NC_004567|lp_2586|2304932_2305696|255AA	NZ_AGRI01000009|nc8_2208|10012_10776|255AA
NC_004567|lp_2602|2321779_2322717|313AA	NZ_AGRI01000010|nc8_2219|5156_6094|313AA
NC_004567|lp_2620|2335892_2336815|308AA	NZ_AGRI01000010|nc8_2233|17396_18319|308AA
NC_004567|lp_2323|2100619_2101113|165AA	NZ_AGRI01000006|nc8_2054|711490_711984|165AA
NC_004567|lp_2325|2102796_2104013|406AA	NZ_AGRI01000006|nc8_2056|713659_714876|406AA
NC_004567|lp_2316|2091943_2092611|223AA	NZ_AGRI01000006|nc8_2047|702815_703483|223AA
NC_004567|lp_2317|2092633_2093151|173AA	NZ_AGRI01000006|nc8_2048|703505_704023|173AA
NC_004567|lp_2318|2093164_2094009|282AA	NZ_AGRI01000006|nc8_2049|704036_704881|282AA
NC_004567|lp_2319|2094080_2095084|335AA	NZ_AGRI01000006|nc8_2050|704952_705956|335AA
NC_004567|lp_2320|2095311_2095946|212AA	NZ_AGRI01000006|nc8_2051|706182_706817|212AA
NC_004567|lp_2321|2096118_2097452|445AA	NZ_AGRI01000006|nc8_2052|706989_708323|445AA
NC_004567|lp_2168|1957656_1960205|850AA	NZ_AGRI01000006|nc8_1918|568836_571385|850AA
NC_004567|lp_2322|2097626_2100295|890AA	NZ_AGRI01000006|nc8_2053|708497_711166|890AA
NC_004567|lp_3514|3129067_3129912|282AA	NZ_AGRI01000001|nc8_2983|472742_473587|282AA
NC_004567|lp_3414|3029371_3030180|270AA	NZ_AGRI01000001|nc8_2894|374824_375633|270AA
NC_004567|lp_3392|3007513_3008736|408AA	NZ_AGRI01000001|nc8_2875|352966_354189|408AA
NC_004567|lp_2526|2254294_2254881|196AA	NZ_AGRI01000007|nc8_2160|28171_28758|196AA
NC_004567|lp_2529|2256386_2256727|114AA	NZ_AGRI01000008|nc8_2162|53_394|114AA
NC_004567|lp_3262|2901723_2903219|499AA	NZ_AGRI01000001|nc8_2784|260874_262370|499AA
NC_004567|lp_2196|1982774_1983865|364AA	NZ_AGRI01000006|nc8_1941|593953_595044|364AA
NC_004567|lp_1154|1051433_1053772|780AA	NZ_AGRI01000003|nc8_1011|686470_688809|780AA
NC_004567|lp_3248|2894285_2894641|119AA	NZ_AGRI01000001|nc8_2772|253436_253792|119AA
NC_004567|lp_2162|1953245_1954735|497AA	NZ_AGRI01000006|nc8_1916|565866_567356|497AA
NC_004567|lp_2336|2111070_2113325|752AA	NZ_AGRI01000006|nc8_2072|727475_729730|752AA
NC_004567|lp_2297|2071309_2073345|679AA	NZ_AGRI01000006|nc8_2031|682181_684217|679AA
NC_004567|lp_2298|2073516_2076206|897AA	NZ_AGRI01000006|nc8_2032|684385_687075|897AA
NC_004567|lp_3365|2990996_2991424|143AA	NZ_AGRI01000001|nc8_2866|346967_347395|143AA
NC_004567|lp_0910|838125_840431|769AA	NZ_AGRI01000003|nc8_0807|476662_478968|769AA
NC_004567|lp_0914|844614_846170|519AA	NZ_AGRI01000003|nc8_0810|481384_482940|519AA
NC_004567|lp_0901|829134_829790|219AA	NZ_AGRI01000003|nc8_0803|472092_472748|219AA
NC_004567|lp_0902|829861_831717|619AA	NZ_AGRI01000003|nc8_0804|472819_474675|619AA
NC_004567|lp_0903|831739_832812|358AA	NZ_AGRI01000003|nc8_0805|474697_475650|318AA
NC_004567|lp_0907|837249_837893|215AA	NZ_AGRI01000003|nc8_0806|475783_476457|225AA
NC_004567|lp_0895|824670_825230|187AA	NZ_AGRI01000003|nc8_0797|467628_468188|187AA
NC_004567|lp_0896|825342_826637|432AA	NZ_AGRI01000003|nc8_0798|468300_469595|432AA
NC_004567|lp_0897|826726_827163|146AA	NZ_AGRI01000003|nc8_0799|469684_470121|146AA
NC_004567|lp_0900|828442_829119|226AA	NZ_AGRI01000003|nc8_0802|471400_472077|226AA
NC_004567|lp_0242|217779_218243|155AA	NZ_AGRI01000002|nc8_0225|235152_235616|155AA
NC_004567|lp_0240|217136_217537|134AA	NZ_AGRI01000002|nc8_0224|234509_234910|134AA
NC_004567|lp_0244|220124_220672|183AA	NZ_AGRI01000002|nc8_0227|237497_238045|183AA
NC_004567|lp_1694|1542478_1542816|113AA	NZ_AGRI01000006|nc8_1454|113418_113756|113AA
NC_004567|lp_1695|1542945_1543145|67AA	NZ_AGRI01000006|nc8_1455|113885_114100|72AA
NC_004567|lp_3205|2856108_2856941|278AA	NZ_AGRI01000001|nc8_2735|214441_215145|235AA
NC_004567|lp_3214|2862968_2863783|272AA	NZ_AGRI01000001|nc8_2741|221172_221987|272AA
NC_004567|lp_1653|1508200_1508775|192AA	NZ_AGRI01000006|nc8_1414|77737_78312|192AA
